Aug_Tmax,Aug_RH,Sep_RH,Oct_SRAD,Nov_SRAD,Dec_SRAD,Dec_RH,Dec_Rain,Yield_Class
35.77351950976078,70.97905990651637,69.29094070360189,20.60884362579048,13.200165283475398,15.743468512510283,84.42175360901844,82.17935908935989,High
32.678508902855164,75.7194294180285,74.79145015818406,20.36380111677761,15.045829833916086,12.89384100169216,84.48500398849146,375.4516060803169,High
29.746872233893356,83.10321667789738,83.30117778394366,19.08915553617707,15.41847224974848,13.341844424185119,86.3863777363783,472.5342989440307,High
30.513644745486157,80.7506301843879,80.66329862146627,19.823165841145432,16.81476726144449,16.468065882910754,81.17500924986317,136.79468490780604,High
32.78130052669424,75.61428745873454,78.27540095706686,18.582534439550564,15.529422951673576,14.340243589923126,85.81584891903016,488.7097057594797,High
33.04473388653457,75.6106353862143,77.5349753542295,20.937221563649324,16.55332823784557,14.490720970933712,81.57763191268235,141.67195316208316,High
32.352998223973394,76.55982904921733,77.68107173502999,19.077033992820247,13.641964625825727,13.40600039467258,88.29782825987216,349.4810533317766,High
28.68888630318133,84.42471235046929,82.36415550205994,18.82603947810448,16.62995827797988,17.11250340748404,82.14882372015116,138.05093558916,High
30.324169753004252,81.45652169174795,82.21136033621353,19.143447321164764,15.091413876591696,13.538878763422634,86.6463511680172,501.95258562906537,High
33.762394803483225,75.39883186686248,75.48327706889779,19.465833049236753,14.349362909027981,13.092801154781505,87.76322955729947,334.5230896335305,High
30.596378221501524,81.24798771877933,81.33180253430893,19.869261271636688,13.995898550444936,14.259773952831072,86.36743116060903,276.8812484338792,High
31.264619011348167,79.53361970073395,79.5231413814896,19.00285772343028,16.33983785091058,14.453329946656707,86.13413053207393,426.0977648433009,High
31.885943490920333,75.82303877918463,75.44597645214493,19.15562576174687,15.52393961228031,13.698748476506262,83.57209279691446,365.8462862499527,High
30.04933003013977,83.69388366068014,83.69565248147636,18.579895069696743,16.423537641592414,12.795779480094845,84.8294220519905,346.0021302272557,High
32.37093482916307,74.2154239064445,73.69914217430446,19.09967555636772,15.769688390278976,13.888559254521626,82.76051875022655,334.18705201524836,High
34.09383397378767,73.24063074236638,71.34320111350767,18.573020786034977,15.533838209614911,14.467361048046639,81.15603098250185,175.64224521796618,High
35.857113733691946,71.5284975960008,72.5218888016955,18.68141113722925,13.929352216154575,14.387554681229021,84.72697386138509,164.46374351422673,High
28.69634401400198,84.37306770303628,82.31623971003727,18.792293336641038,16.590059525089405,17.182792331968667,82.09643330163608,137.51565839500785,High
32.51568807237748,75.80154172541894,76.66999305878632,19.22496618974584,13.663849555544205,13.227254651703756,87.74510143076249,346.8636368418582,High
29.470270041625106,83.72336599781036,82.27192735658849,19.098992712136322,15.980583104756537,14.71579758639379,83.08302186359103,192.23380213133592,High
33.870086632160024,74.40775818767152,71.614613572897,17.973849077243376,15.316464017187226,14.267271828920864,86.206567366452,234.63325788530437,High
29.864145847759822,83.43301350343647,82.88537995059467,20.310275911548498,14.241563498774827,14.645627813215931,85.32144674199654,239.0703874414008,High
29.872679506313983,81.90659359534155,82.04237221476275,18.958264877715887,16.602440164562008,14.713454879990666,85.40804090054147,477.70317854923326,High
29.20294335472951,84.29975699909211,83.36165593762728,19.646498230891943,15.46084325515882,14.709810106146483,83.4191149049688,208.40270523091775,High
35.27709296119214,72.14227096892337,73.78586469345419,18.086348915823287,18.026406275469185,12.921489795330917,83.83213260902284,297.28429708335887,High
31.9928121353196,77.38206461501672,77.68201210622291,20.472416131931674,15.725228267251275,13.233777713118497,83.37272316237365,334.5524504034657,High
34.85602471141188,72.44173440216738,74.3157714692852,18.510475594988524,14.353031502065637,12.681189625194616,85.29501914635969,190.50828805742145,High
30.55143562463568,81.61059740031432,80.15934569422103,19.920059740031434,17.970762971662264,13.92102497743053,85.12291405939175,155.63289854676407,High
34.76260000174574,75.23455738370713,74.81612542192389,19.931862469488493,15.111911379802894,12.88,87.18211089860172,309.16605227697687,High
33.44353915346651,73.40087575955654,77.82286481072433,18.90662004091949,15.575775051149364,12.767401352935217,80.17710907671943,240.66593172648678,High
30.33323261942115,82.65313068373005,81.52987530490162,19.764986546807133,18.40033319510072,13.49398696150498,84.43398696150498,202.45857415745286,High
35.822974680882645,70.92939780999232,69.1777525086075,20.63139849462849,13.173678831995904,15.83865419751472,84.39112864949527,80.27895619570612,High
33.70149894476149,75.80421689224451,75.33064675641619,20.247385520073237,15.266035595533419,13.59587933595039,86.73943861273669,309.8504274590783,High
32.26717532882682,75.8346936286808,76.65049221245621,19.03788594543702,14.059973307098609,13.538587664413413,86.86641334475932,342.2999190970439,High
32.36629070994538,77.87558600365062,79.77756834879567,18.30343025081897,15.655177693865761,13.01394419215287,85.21438178499089,382.8045541298892,High
33.89627237037205,72.74787821851406,71.50302278780389,20.335476702314825,14.38436797978401,12.419557962190428,84.54022222824042,307.60813806222,High
28.521736780311805,86.14647674982976,84.2831025682994,20.05967869722239,17.704303843981847,14.072387107699656,83.90990062090677,173.8830287085239,High
34.34263026140603,74.05354066152405,76.73315965145864,19.112011877158434,15.72873591066068,13.924037986628608,83.0421982099769,187.0116401863143,High
34.22388269510914,72.53518055721258,72.83759901998033,19.90210549693262,14.030096297180043,12.760903932009226,85.38136134361442,141.726909322668,High
29.781660955927443,83.12798379789685,83.27076347925437,18.730401992256123,16.610716733173955,13.999993759177464,85.41905577724651,435.2065310081952,High
33.8899165891562,75.58329268939194,75.0826337548487,20.151671764613944,15.185371172693513,13.463445208899797,86.86163919360611,312.53462642507185,High
29.219866847091435,84.79765750268935,84.74717667415968,19.91226112750667,16.319038342940654,14.102020713241833,84.69879792867582,445.9295845630002,High
33.723453006848565,73.50167498774847,70.37392326946149,18.867868654897006,15.879646673997096,14.836560898409843,80.1428297863932,165.78975487031,High
33.99940203307296,74.57789612046724,76.28929317400028,18.971288194460364,15.168611245700156,13.799436199046864,85.21220540841335,245.64995408076527,High
34.72761396655313,70.47681474784741,75.80835595984333,18.825624636791552,15.453749757861035,12.36948690837193,80.31129875055176,258.80609123773837,High
29.84549652822145,83.1981193007414,83.35328118472077,18.925401990877592,15.651076717503422,13.170647535917482,86.03654061687486,440.1380790929935,High
32.645542497756296,76.31884430261455,77.22488200541451,19.157735861450014,13.788797192360441,13.340990556054157,88.18686319050623,346.37627310810365,High
32.33128675849022,78.36294342474073,78.14675673284339,18.746977819828896,16.0429166964469,13.183111769864126,85.85527418621038,312.7280181924909,High
33.28228965154878,74.80082642381345,73.91439563105958,19.909661638050476,16.454644173060462,15.012697873458356,80.15846691230462,152.2999391621778,High
34.2972487396407,72.01504043720638,75.40079271561085,18.588789685869656,13.865087968203172,13.632543984101588,87.12129423454716,417.1040071832362,High
35.201683756140206,70.5553645334265,74.91105239931706,18.21709616768163,14.637344292667619,13.563755984764367,85.68694729269004,450.9494091199273,High
29.72485516738525,83.07207968853787,83.23379463274279,18.78179770569906,16.635062071120608,14.201068217033157,85.50020690373535,450.17260209110464,High
28.845076422009463,84.52838292428194,83.13568779808517,19.121882517164625,16.17265487960548,15.50773944396117,82.2843443061599,176.90870257131303,High
29.627324773252024,82.66194668863608,82.86176443649796,18.944376873957662,16.68422507558266,14.794468235246974,85.668055193126,491.797959252302,High
32.09581889183629,76.91953746684177,77.89691725611729,19.470886015320684,14.271598732676804,13.254373931626159,86.4755503978987,349.57476079430927,High
30.21849902866586,82.4271182925593,82.05183122440786,20.31,14.487954951169868,14.352971883861382,84.9155610101875,257.2230228131143,High
34.49806213858348,75.12258137051523,71.12693046684475,17.342533275572993,15.132747778605896,14.54117603916939,88.31429366726688,191.1593152464682,High
28.65065710406199,86.22860365386826,84.16736077509823,20.340350013266157,18.526042860041347,13.692221433142121,84.63222143314212,169.99647068009256,High
32.87728460491862,73.12277034146693,72.52724339512946,19.12,15.65,13.77,82.76055617571458,312.0122346142077,High
32.339498394158376,75.40892074406763,76.00191762657973,19.0507174570281,14.308438031544096,13.574749197079187,86.16534621146478,337.8088900401654,High
34.43326005340506,73.25768150752067,72.81505388271076,19.12,15.65,13.77,86.78090892411596,295.6610012884948,High
29.01744256402322,83.59378744691847,81.86846895715834,18.83067262351665,16.47523010804517,17.333699065203522,81.7496105863851,135.37310627654077,High
31.33921332837504,80.64222348136774,78.18769814603358,18.419376971499986,15.660379534649032,14.670054219235576,85.12186908550004,189.02523166352395,High
34.05201848229188,72.74065979504533,73.40868751848313,19.721638824752624,14.162337716953843,12.351340915812052,85.5063284758079,152.77153414962254,High
36.17006924260317,67.97352655488747,73.19471423598068,18.207648817412167,14.291313857505974,13.837107623368963,85.88490679679249,480.8124441668011,High
35.330694750529084,72.26525451582894,74.85129664162255,17.795427779651703,14.465613498522924,12.87592605149911,85.17026612325839,212.78735232932013,High
32.850289563984404,76.44443288061908,76.53703949962879,20.139219642599638,15.401496397423635,12.88,84.28851961402687,338.9578524230803,High
28.674345271982922,85.5387679347823,83.97516043332018,19.749011410606194,17.031191389646754,14.344902271398075,83.30491695749627,181.90042482453134,High
34.94031772615505,74.54598876875225,73.89175020320113,19.73,14.83,12.88,87.70070392353595,319.24654466660405,High
29.52526253520466,83.9081218658266,83.17796866273284,19.99307799484372,14.82313648948755,14.689015320309377,84.41726462514993,224.02998678750345,High
35.01711667783539,72.36067970029426,73.1701652415324,18.208984052282595,17.655421029823735,13.245595638438463,83.20423263512599,275.044071233092,High
33.44156959069752,74.4264272531566,75.7964570312299,20.464798106312475,15.55493999800703,13.593116401993703,83.21536656478341,145.26867041727436,High
28.36575332646996,86.76762514637853,84.59785489480169,20.37721644254329,18.392302292177128,13.79384522583922,84.52826359863694,165.68832654418983,High
28.500223313862016,86.23214644658519,84.32651367024272,20.103473968209467,17.799193597787184,14.033970203325028,83.99518614861844,172.7528033818223,High
28.649234255250043,85.63876359070072,84.02583087779902,19.800130266098122,17.141948909879268,14.300061170089366,83.40446420240161,180.58119962402913,High
30.04253417073506,82.89017160729648,82.5289763558347,20.183670558098,14.170032924485048,14.55241644253737,85.62736007093855,249.37285440148722,High
34.72333041564525,72.31572298090336,69.35601734407801,19.65998554660166,14.684271318762551,15.675385257533694,81.57997109320333,122.22319890283495,High
32.077973397335725,76.83877350717424,78.11450490142865,19.012983844968723,13.545462143733086,13.472631610367586,88.33091986961932,350.48025301206013,High
33.95517311512431,72.8692655318845,72.91994207322387,19.672523546134762,14.383940305444995,12.688615079005501,84.75233959650384,151.98159053963863,High
34.68225055214544,72.78866452357869,73.51096888337403,17.98140574231257,15.258951214719966,13.438807869149331,84.27308291217547,217.5941445717456,High
30.115007728121817,83.45746026668326,83.49566446013984,18.4779116967034,16.286716339909944,12.702816773826282,85.08053862477544,351.6087350427026,High
30.41168821378282,80.91077570214614,81.62946471284849,19.175199681232186,15.911499601540232,14.074144602918137,81.69045205001981,209.0819990243304,High
33.935837231921816,73.21455236114929,72.72304503711848,19.12,15.65,13.77,85.49566036224884,300.888253828706,High
28.77760254656206,84.30065859464696,82.52842291905856,18.839335663728637,16.311819747715745,16.675880912644292,82.03553439044761,152.39460019782933,High
33.35191969161018,73.16392367268297,72.61503716839032,19.12,15.65,13.77,83.9869254459523,307.02445087082486,High
33.87134079712554,72.70311596640747,71.84983761231297,20.331192244672064,14.771117968445328,12.272488986067465,83.98603549958706,327.2908989648094,High
33.433457336284285,72.02335858622753,72.56100443024687,18.940799486149803,15.373573675443845,13.775719165335644,83.04914234427041,345.33377621639613,High
29.669628561352116,83.01772969529891,83.19785350818154,18.831764634967133,16.65873061656338,14.396552870134574,85.57910205521127,464.72262124885043,High
33.894013567086034,73.35124269238375,70.74258833134124,18.780999301235685,16.113770175937972,14.626803190788605,80.54645446620981,180.1941768426633,High
34.530087464274644,70.71434754207615,76.33397535566827,18.809087078437575,15.26428945538286,12.309316903778846,80.2895562988241,262.85466282628386,High
32.287427336292374,76.0673764291827,76.9886414920854,18.23441419105458,16.15589804740769,16.126872140799236,77.76504930245466,84.52393828210705,High
33.21576532705539,73.74554418698543,75.28118773941814,17.0462862577327,16.171064270529996,14.533675264131348,81.79793234625134,112.90147271848329,Low
33.46083337040103,73.48562057967682,76.42499710871944,19.172084315627373,16.133542491422983,15.5125001112031,80.09145862060801,92.26042024369968,Low
31.507069939126627,76.80257052143618,74.68596258049574,16.419516446574324,16.314761815827076,14.942820417044546,83.40594102525625,94.26609377956407,Low
34.05120448583388,73.92984851252533,77.43181493323623,16.57421199343681,14.181344061841378,13.367302436171244,81.09501416021901,302.10246269608393,Low
33.2593722312885,73.3473810911653,76.05614063940072,16.943981641852204,14.426615636345336,14.602909685907157,76.14375184580767,39.69024264732329,Low
31.62984606619454,77.70619076397168,78.90682462940887,17.77,14.83,15.24,79.13619076397168,65.92196807376793,Low
31.565425087075834,77.71656343322898,75.76101279281178,17.712902068704377,16.494164773044503,14.099558770573596,80.96794930060169,214.31014348065736,Low
31.933202983239628,76.68128146927639,77.35641721229338,18.723637636874503,15.67761147486225,16.302052324024512,72.48750000000003,10.493387262566069,Low
32.77666534004303,77.93474150949432,78.57565780879708,18.11302657360877,15.941224385650967,12.395505755558435,83.26550177568751,446.31342040743766,Low
33.54640294471884,72.44915271182086,73.82783644997784,17.316478380404636,14.542636613573329,15.082437799640642,77.31343800413501,41.6100508963621,Low
34.60899896744928,71.45943659331358,72.25054838814245,17.252975041976836,14.915198631634592,15.786322733383264,72.48750000000003,12.897080339162244,Low
30.381400718421972,79.53120277492084,80.10501201563942,20.014901028249437,16.013893224374797,16.68182063670307,81.25566282606525,91.4178823222255,Low
31.461131050043704,76.96102154532825,74.87903991465244,16.436098198629065,16.340469092202234,14.946076297685973,83.52673095521308,95.23040151729003,Low
33.664307084054855,70.58967205085705,74.67120574618711,16.608122002877604,13.670748149117037,12.826176594375351,82.99432971552659,455.54105422566175,Low
31.72669194725648,73.98208150477376,74.06504264005498,16.476727963720837,15.914424646899842,13.146216115538394,82.40398483164611,140.05155260056932,Low
34.492167568180456,70.14302365056393,72.50150726491167,17.075334712004693,16.572506840555448,13.742292819959578,84.20727001810809,118.9886538362136,Low
31.54336585396246,78.5373713958962,76.6274955647619,16.98535365850402,14.937613081883017,13.83508203966659,80.32320510050157,250.7820720629398,Low
31.007936838351704,76.18968643685034,76.80140597290529,18.05887977289251,14.552046303836448,14.700500407168182,81.74893765268807,179.11341490793802,Low
33.57999830583381,69.45113419527486,71.18782024069145,17.39443120819638,16.792680517164918,13.754948907714649,82.01133687025008,141.18946366465363,Low
34.97781059053466,76.52191591485338,77.72084230403586,19.413571913515007,14.93316506620212,15.653122878371844,77.12428765406003,62.36381679871688,Low
33.32092632837807,74.30241895055737,74.83914096442781,17.648543214627015,16.767384427993075,15.304371232280305,82.14834396469341,119.91416497305595,Low
34.51190726204879,73.22471149347268,75.23566512449709,17.66156105421602,15.287254509537743,14.124638587098726,84.23930550502209,193.89401115033195,Low
33.37700946941953,76.4503998002712,78.53143994673898,17.711403067704826,15.435501633716807,16.1449970654477,81.95614197991338,70.09287402437339,Low
34.86885161530396,65.91233387719464,67.44430161762968,16.925071371961796,15.181495967554378,14.263482261890687,73.16685755909127,25.500869330156156,Low
31.97446798043447,76.54141474308454,77.70136073417882,16.832004629334776,13.666977624881916,13.521942904871098,83.38585957684514,155.50330855863,Low
31.202692264051628,79.06082455612152,80.19497836736282,18.2194506741382,15.616538679741856,15.873725450534867,81.08409944598395,62.80046166065544,Low
33.485110491118654,71.50352317349633,73.50556524401023,17.522511688532713,14.523816404659616,13.17608585161929,81.17728219435723,177.0314598436467,Low
34.96167269912069,75.48584429982806,77.18441345689442,19.51720275331336,15.672732807506025,16.181942799764215,79.52639684503613,74.29070255479706,Low
35.248254114444435,69.78551413608828,72.00311899590572,17.365368131826518,14.052187019512969,11.658238585342477,86.89063060435295,307.5328143491769,Low
32.638400909081234,77.06854859540411,78.6962796254411,17.739933012095573,15.140692208345728,15.70436792430168,80.58987464297859,69.54129509948555,Low
31.714436619441837,77.21294517273436,78.09111921698022,17.603558854076496,16.79425050457821,14.845719318877336,80.6705985930699,89.07000758339534,Low
33.525837789408854,74.67833392631943,78.04405409616622,15.925497604238844,14.125825115892683,13.724724961369105,79.6581430445019,258.9318585657271,Low
32.239249925147845,73.73422516792557,72.20287193748031,16.72396690468204,16.54621558985158,14.469817505466379,82.61054902298778,113.572858082998,Low
33.0595368050608,74.17660937083541,74.95809717707802,17.082951243619508,14.725926856104737,15.414195174714397,72.48750000000003,12.287561062032202,Low
33.226451448011666,69.69046201030507,68.98893356057589,17.070863458250777,16.768133901175872,13.798034667789688,81.504129131193,137.84805979561364,Low
33.427534740246415,73.58615825724891,73.05853805959339,17.812738599499063,15.127337073639913,15.449707091714242,79.27093482945597,81.19055448255747,Low
31.720864760582437,77.71165188563495,78.89226163830682,17.77,14.83,15.24,79.14165188563496,67.12341483968815,Low
31.042738736846026,79.83179924598744,77.59763581632802,17.85970084808117,17.016818096301254,14.568878793579918,82.10287162972888,217.57700283669445,Low
34.10717260852622,70.5068204968284,70.11049894326543,16.329005093022474,15.864126459477701,14.057463292108102,81.79025621035497,95.76329328183431,Low
34.389833095329294,75.67898315062759,76.33000861718759,19.507653128369252,13.751725740966146,15.093126289778466,77.61140054881231,67.59738122839426,Low
32.62669144425207,75.51194266365776,74.81930289027662,14.682332804408302,13.103348668466532,11.523146968825136,86.67247229377735,414.81694390592565,Low
31.9478020097107,76.17443563283247,78.10245572993946,16.74330689849742,14.095683323929139,14.615881585198489,84.66267381733574,128.81323793581484,Low
33.90628437257476,70.02917062733222,70.58081994281758,16.976985779477584,16.61669193917906,13.65865876427235,82.8307298858212,134.28681509533504,Low
33.22682521712099,75.27376502081344,75.54613179474536,19.23322063365813,14.557123206808948,13.838750707586101,82.77759885817191,125.89690551654894,Low
31.355178346139613,77.30622647146518,78.73846704737066,17.048049168220313,13.452831586721693,13.63147176575821,81.94158837821817,120.25638151886406,Low
31.61391660043195,76.64019641699066,78.04662432282223,16.85,13.58,13.3,82.5934240048956,145.20785494369952,Low
32.16831302145718,80.57558245303548,79.37255561915637,18.28203465681417,16.891067076026538,15.513424259769918,84.639801564587,78.30727664742105,Low
33.57388921125605,74.6562672893539,77.52105328332472,17.430563402195833,14.638456835546377,13.450323190869424,81.285985588256,293.9287385366443,Low
32.484323641593456,76.75248988668424,76.50855674124365,16.991449537899868,15.637197745287052,15.202061860138183,84.97945018026101,115.11461410485383,Low
32.97825431462816,72.62949446305437,75.94309071429801,16.70989947308946,14.618674786216655,15.543594800047167,76.22674472237645,17.157494083218886,Low
32.92950284073413,74.27832462366437,75.98942110805056,17.84527809022207,15.066792279524975,15.513246308482408,74.27032520402379,19.587298552128445,Low
31.762295918551075,74.58728571390846,75.13265306063656,16.03,15.22,13.75,79.99954081628978,100.46095918359018,Low
32.35200575140165,77.47653995661582,77.2408253136716,16.82543578747288,15.538575715330424,15.283425034852401,85.13313617694342,113.69034762223019,Low
33.144530009730566,77.46038083809843,78.40179088067246,19.06090762680917,13.913670985281675,14.998192870696949,77.35452188541527,60.10322543972384,Low
32.501550036819225,73.5916536562824,76.36916869869654,19.536349453127794,16.59759193192072,14.357945176334736,78.91969467855483,163.50279368841117,Low
31.68891695032163,78.781316969186,80.16851931073911,18.835625728787793,13.995335673314424,14.950320467367407,76.6086573067423,50.7067367874979,Low
31.663136345727107,77.24147608315317,79.04264210941056,18.77,14.08,11.56,84.42842056454823,418.6788353166222,Low
31.97164644260969,77.03255600463748,77.11251970544215,17.325633685837715,16.259105475880915,13.506406865614949,80.63803204693802,71.62644575596315,Low
32.157296779452615,78.73934135948373,77.17839563141867,17.92450574016973,17.067582749229135,14.410703667656291,82.4166820483041,82.53789458589246,Low
31.631732714758545,77.70630396288551,78.90652276563864,17.77,14.83,15.24,79.13630396288552,65.94687183481278,Low
34.659758699440125,73.78367538811005,75.7110642623301,19.704127508184463,15.811132841375391,16.452098043614875,82.47566928925563,90.79741172508399,Low
33.50285261729167,74.9030555304009,74.3192289435222,17.674071068200924,16.69652875412592,14.704202711989817,82.71249529843611,110.86292485886594,Low
31.701799352702828,76.2861481166321,74.23652709396187,16.398485669908094,16.264132168297266,14.888296181243208,83.19719109390257,93.43576756007513,Low
34.70369851345827,71.47664771363108,72.23772631111045,17.85759612898728,15.294337363233323,16.20135590462116,72.48750000000003,12.470747685933915,Low
